b'timestamp,open,high,low,close,volume
2020-07-02 16:29:00,3.9900,3.9900,3.9900,3.9900,2751
2020-07-02 16:28:00,3.9700,3.9800,3.9700,3.9800,5966
2020-07-02 16:27:00,3.9700,3.9700,3.9600,3.9600,5593
2020-07-02 16:26:00,3.9700,3.9700,3.9700,3.9700,568
2020-07-02 16:25:00,3.9800,3.9800,3.9700,3.9700,7417
2020-07-02 16:24:00,3.9900,3.9900,3.9800,3.9800,2459
2020-07-02 16:23:00,3.9900,3.9900,3.9900,3.9900,224
2020-07-02 16:22:00,3.9899,3.9900,3.9899,3.9900,2172
2020-07-02 16:20:00,3.9900,4.0000,3.9900,4.0000,2303
2020-07-02 16:19:00,3.9800,3.9900,3.9800,3.9900,457
2020-07-02 16:17:00,3.9800,3.9900,3.9800,3.9900,1677
2020-07-02 16:16:00,3.9800,3.9800,3.9800,3.9800,400
2020-07-02 16:15:00,3.9800,3.9800,3.9800,3.9800,627
2020-07-02 16:14:00,3.9800,3.9820,3.9800,3.9800,2371
2020-07-02 16:13:00,3.9900,4.0000,3.9900,4.0000,1381
2020-07-02 16:12:00,4.0000,4.0000,4.0000,4.0000,1384
2020-07-02 16:11:00,4.0000,4.0000,4.0000,4.0000,305
2020-07-02 16:10:00,3.9900,3.9900,3.9900,3.9900,434
2020-07-02 16:09:00,4.0000,4.0000,4.0000,4.0000,809
2020-07-02 16:07:00,4.0200,4.0200,4.0000,4.0000,838
2020-07-02 16:06:00,4.0200,4.0200,4.0200,4.0200,311
2020-07-02 16:05:00,4.0190,4.0190,4.0190,4.0190,191
2020-07-02 16:04:00,4.0100,4.0100,4.0100,4.0100,100
2020-07-02 16:02:00,4.0200,4.0200,4.0000,4.0000,420
2020-07-02 16:00:00,4.0000,4.0100,3.9800,4.0100,32883
2020-07-02 15:59:00,3.9999,4.0000,3.9900,3.9950,10432
2020-07-02 15:58:00,4.0000,4.0050,3.9900,4.0000,10348
2020-07-02 15:57:00,3.9950,4.0100,3.9900,3.9950,17824
2020-07-02 15:56:00,4.0050,4.0100,3.9900,3.9950,17902
2020-07-02 15:55:00,4.0138,4.0200,4.0050,4.0050,6638
2020-07-02 15:54:00,4.0150,4.0198,4.0100,4.0150,10678
2020-07-02 15:53:00,4.0050,4.0200,4.0027,4.0187,15372
2020-07-02 15:52:00,4.0050,4.0150,4.0000,4.0050,28442
2020-07-02 15:51:00,4.0000,4.0100,4.0000,4.0050,12065
2020-07-02 15:50:00,3.9900,4.0000,3.9900,3.9950,9164
2020-07-02 15:49:00,3.9850,4.0000,3.9800,3.9900,19574
2020-07-02 15:48:00,3.9900,3.9992,3.9900,3.9900,8509
2020-07-02 15:47:00,3.9900,3.9969,3.9801,3.9899,4858
2020-07-02 15:46:00,3.9950,3.9999,3.9800,3.9999,7920
2020-07-02 15:45:00,4.0200,4.0200,3.9800,3.9900,33259
2020-07-02 15:44:00,4.0150,4.0200,4.0100,4.0150,8198
2020-07-02 15:43:00,4.0150,4.0200,4.0100,4.0136,8175
2020-07-02 15:42:00,4.0100,4.0200,4.0098,4.0150,22045
2020-07-02 15:41:00,4.0100,4.0150,4.0050,4.0050,4954
2020-07-02 15:40:00,4.0200,4.0200,4.0100,4.0150,2996
2020-07-02 15:39:00,4.0200,4.0200,4.0100,4.0200,7157
2020-07-02 15:38:00,4.0100,4.0200,4.0000,4.0200,2241
2020-07-02 15:37:00,4.0150,4.0200,4.0063,4.0063,12862
2020-07-02 15:36:00,4.0250,4.0250,4.0100,4.0150,7018
2020-07-02 15:35:00,4.0150,4.0200,4.0100,4.0200,8691
2020-07-02 15:34:00,4.0050,4.0200,4.0033,4.0150,15941
2020-07-02 15:33:00,4.0150,4.0200,4.0000,4.0000,18372
2020-07-02 15:32:00,4.0200,4.0200,4.0050,4.0100,12773
2020-07-02 15:31:00,4.0150,4.0350,4.0150,4.0200,9531
2020-07-02 15:30:00,4.0062,4.0200,4.0062,4.0182,14153
2020-07-02 15:29:00,4.0100,4.0200,4.0000,4.0100,10253
2020-07-02 15:28:00,4.0000,4.0100,4.0000,4.0050,3725
2020-07-02 15:27:00,4.0100,4.0100,4.0050,4.0050,5064
2020-07-02 15:26:00,4.0200,4.0200,4.0018,4.0100,12130
2020-07-02 15:25:00,4.0000,4.0200,4.0000,4.0080,3645
2020-07-02 15:24:00,4.0200,4.0200,3.9800,3.9950,15104
2020-07-02 15:23:00,4.0000,4.0200,4.0000,4.0200,2665
2020-07-02 15:22:00,3.9950,4.0000,3.9950,4.0000,5757
2020-07-02 15:21:00,3.9850,4.0000,3.9850,4.0000,2687
2020-07-02 15:20:00,3.9850,3.9900,3.9800,3.9850,3688
2020-07-02 15:19:00,3.9900,3.9900,3.9750,3.9850,8830
2020-07-02 15:18:00,3.9850,3.9900,3.9828,3.9900,4164
2020-07-02 15:17:00,3.9900,3.9900,3.9801,3.9850,8801
2020-07-02 15:16:00,3.9850,3.9900,3.9800,3.9850,2451
2020-07-02 15:15:00,3.9850,3.9900,3.9801,3.9900,2447
2020-07-02 15:14:00,3.9850,3.9900,3.9850,3.9900,3318
2020-07-02 15:13:00,3.9850,3.9950,3.9800,3.9800,8593
2020-07-02 15:12:00,3.9900,3.9900,3.9800,3.9800,4421
2020-07-02 15:11:00,3.9850,3.9900,3.9800,3.9800,2073
2020-07-02 15:10:00,3.9900,3.9900,3.9800,3.9868,1339
2020-07-02 15:09:00,3.9900,3.9900,3.9800,3.9900,2108
2020-07-02 15:08:00,3.9850,3.9899,3.9800,3.9800,4532
2020-07-02 15:07:00,3.9950,4.0000,3.9850,3.9850,9833
2020-07-02 15:06:00,3.9950,4.0000,3.9900,3.9900,5720
2020-07-02 15:05:00,4.0000,4.0000,3.9950,3.9950,10591
2020-07-02 15:04:00,3.9950,3.9982,3.9950,3.9950,2668
2020-07-02 15:03:00,4.0100,4.0100,4.0000,4.0000,3883
2020-07-02 15:02:00,4.0000,4.0100,4.0000,4.0000,2563
2020-07-02 15:01:00,4.0000,4.0050,4.0000,4.0050,2258
2020-07-02 15:00:00,3.9938,4.0050,3.9938,4.0050,2023
2020-07-02 14:59:00,4.0200,4.0300,3.9900,3.9900,8068
2020-07-02 14:58:00,3.9950,4.0300,3.9950,4.0200,13427
2020-07-02 14:57:00,3.9900,4.0073,3.9900,3.9998,2528
2020-07-02 14:56:00,3.9900,3.9900,3.9800,3.9900,5217
2020-07-02 14:55:00,4.0095,4.0099,4.0000,4.0000,9719
2020-07-02 14:54:00,4.0100,4.0100,4.0000,4.0050,3079
2020-07-02 14:53:00,4.0000,4.0200,3.9800,4.0000,68546
2020-07-02 14:52:00,4.0050,4.0050,4.0000,4.0050,6883
2020-07-02 14:51:00,4.0150,4.0150,4.0000,4.0001,3349
2020-07-02 14:50:00,4.0167,4.0199,4.0100,4.0100,2366
2020-07-02 14:49:00,4.0150,4.0156,4.0100,4.0100,8227
2020-07-02 14:48:00,4.0200,4.0200,4.0100,4.0150,14870
2020-07-02 14:47:00,4.0400,4.0400,4.0000,4.0200,9938
2020-07-02 14:46:00,4.0200,4.0400,4.0200,4.0300,2911
2020-07-02 14:45:00,4.0300,4.0400,4.0200,4.0400,7031
2020-07-02 14:44:00,4.0269,4.0400,4.0200,4.0400,910
2020-07-02 14:43:00,4.0300,4.0400,4.0100,4.0400,11016
2020-07-02 14:42:00,4.0200,4.0398,4.0100,4.0398,16602
2020-07-02 14:41:00,4.0150,4.0400,4.0150,4.0400,15136
2020-07-02 14:40:00,4.0300,4.0400,4.0000,4.0200,114023
2020-07-02 14:39:00,4.0300,4.0500,4.0200,4.0300,15466
2020-07-02 14:38:00,4.0350,4.0350,4.0000,4.0247,8247
2020-07-02 14:37:00,4.0300,4.0400,4.0300,4.0350,8511
2020-07-02 14:36:00,4.0298,4.0300,4.0200,4.0300,2582
2020-07-02 14:35:00,4.0300,4.0300,4.0201,4.0300,2490
2020-07-02 14:34:00,4.0100,4.0300,4.0100,4.0300,6522
2020-07-02 14:33:00,4.0050,4.0100,4.0050,4.0050,11870
2020-07-02 14:32:00,4.0100,4.0150,4.0000,4.0015,6401
2020-07-02 14:31:00,4.0001,4.0200,4.0001,4.0200,4927
2020-07-02 14:30:00,4.0365,4.0400,4.0000,4.0077,28035
2020-07-02 14:29:00,4.0000,4.0400,3.9950,4.0400,18570
2020-07-02 14:28:00,3.9931,4.0000,3.9901,4.0000,5881
2020-07-02 14:27:00,3.9964,4.0000,3.9900,3.9950,11053
2020-07-02 14:26:00,3.9900,4.0000,3.9850,4.0000,21871
2020-07-02 14:25:00,3.9850,3.9900,3.9800,3.9850,10822
2020-07-02 14:24:00,3.9850,3.9950,3.9801,3.9900,7981
2020-07-02 14:23:00,3.9884,3.9900,3.9800,3.9850,2645
2020-07-02 14:22:00,4.0000,4.0000,3.9800,3.9850,25893
2020-07-02 14:21:00,4.0000,4.0000,3.9900,3.9900,8447
2020-07-02 14:20:00,4.0000,4.0100,3.9946,3.9950,8326
2020-07-02 14:19:00,3.9900,4.0100,3.9900,3.9950,9355
2020-07-02 14:18:00,3.9966,4.0100,3.9900,4.0040,19720
2020-07-02 14:17:00,3.9750,3.9956,3.9750,3.9956,24504
2020-07-02 14:16:00,3.9710,3.9800,3.9650,3.9750,11001
2020-07-02 14:15:00,3.9700,3.9800,3.9685,3.9746,8390
2020-07-02 14:14:00,3.9800,3.9800,3.9712,3.9800,12567
2020-07-02 14:13:00,3.9798,3.9800,3.9700,3.9750,7146
2020-07-02 14:12:00,3.9798,3.9800,3.9710,3.9750,8048
2020-07-02 14:11:00,3.9700,3.9800,3.9700,3.9800,7003
2020-07-02 14:10:00,3.9650,3.9715,3.9600,3.9600,26909
2020-07-02 14:09:00,3.9595,3.9650,3.9500,3.9600,7090
2020-07-02 14:08:00,3.9642,3.9800,3.9550,3.9550,8109
2020-07-02 14:07:00,3.9450,3.9700,3.9400,3.9500,22045
2020-07-02 14:06:00,3.9500,3.9567,3.9400,3.9450,10620
2020-07-02 14:05:00,3.9700,3.9700,3.9500,3.9527,12427
2020-07-02 14:04:00,3.9600,3.9800,3.9510,3.9700,9998
2020-07-02 14:03:00,3.9458,3.9800,3.9400,3.9500,19377
2020-07-02 14:02:00,3.9500,3.9600,3.9400,3.9450,6633
2020-07-02 14:01:00,3.9600,3.9648,3.9400,3.9565,12095
2020-07-02 14:00:00,3.9400,3.9700,3.9400,3.9600,22358
2020-07-02 13:59:00,3.9250,3.9500,3.9200,3.9400,20664
2020-07-02 13:58:00,3.9305,3.9500,3.9100,3.9250,31497
2020-07-02 13:57:00,3.9400,3.9500,3.9100,3.9300,91294
2020-07-02 13:56:00,3.9499,3.9500,3.9300,3.9450,16462
2020-07-02 13:55:00,3.9550,3.9568,3.9450,3.9450,10258
2020-07-02 13:54:00,3.9650,3.9658,3.9590,3.9590,10754
2020-07-02 13:53:00,3.9750,3.9778,3.9600,3.9600,9445
2020-07-02 13:52:00,3.9750,3.9800,3.9700,3.9750,3779
2020-07-02 13:51:00,3.9750,3.9760,3.9600,3.9750,9534
2020-07-02 13:50:00,3.9750,3.9750,3.9600,3.9750,7150
2020-07-02 13:49:00,3.9766,3.9800,3.9700,3.9800,10655
2020-07-02 13:48:00,3.9699,3.9784,3.9650,3.9750,4082
2020-07-02 13:47:00,3.9400,3.9700,3.9400,3.9600,41624
2020-07-02 13:46:00,3.9700,3.9700,3.9300,3.9450,61265
2020-07-02 13:45:00,3.9850,3.9850,3.9600,3.9700,27448
2020-07-02 13:44:00,3.9899,4.0000,3.9800,3.9850,5849
2020-07-02 13:43:00,3.9800,3.9900,3.9800,3.9850,5096
2020-07-02 13:42:00,3.9950,3.9964,3.9900,3.9900,4932
2020-07-02 13:41:00,3.9900,4.0000,3.9900,3.9950,4611
2020-07-02 13:40:00,3.9954,4.0000,3.9900,3.9950,6231
2020-07-02 13:39:00,3.9950,3.9990,3.9950,3.9950,2221
2020-07-02 13:38:00,4.0040,4.0040,3.9800,3.9959,11177
2020-07-02 13:37:00,3.9800,4.0085,3.9800,4.0000,4376
2020-07-02 13:36:00,3.9950,3.9950,3.9800,3.9850,10978
2020-07-02 13:35:00,3.9900,4.0000,3.9900,3.9996,8678
2020-07-02 13:34:00,4.0000,4.0100,3.9900,4.0100,5664
2020-07-02 13:33:00,4.0100,4.0100,4.0000,4.0100,3442
2020-07-02 13:32:00,4.0100,4.0150,4.0100,4.0100,2323
2020-07-02 13:31:00,4.0200,4.0200,4.0100,4.0200,4900
2020-07-02 13:30:00,4.0200,4.0200,4.0100,4.0200,3025
2020-07-02 13:29:00,4.0000,4.0130,4.0000,4.0130,3005
2020-07-02 13:28:00,4.0200,4.0200,4.0000,4.0000,7468
2020-07-02 13:27:00,4.0050,4.0200,4.0000,4.0200,6397
2020-07-02 13:26:00,3.9964,4.0100,3.9900,4.0050,9049
2020-07-02 13:25:00,3.9999,4.0000,3.9900,3.9950,5752
2020-07-02 13:24:00,4.0200,4.0200,3.9950,3.9950,2556
2020-07-02 13:23:00,4.0200,4.0200,4.0100,4.0150,3977
2020-07-02 13:22:00,4.0164,4.0199,4.0130,4.0199,3239
2020-07-02 13:21:00,4.0000,4.0163,3.9966,4.0150,13202
2020-07-02 13:20:00,4.0100,4.0100,4.0000,4.0000,3290
2020-07-02 13:19:00,4.0150,4.0150,4.0050,4.0062,5005
2020-07-02 13:18:00,4.0150,4.0200,4.0100,4.0120,2897
2020-07-02 13:17:00,3.9927,4.0200,3.9927,4.0150,8972
2020-07-02 13:16:00,3.9900,4.0000,3.9800,3.9932,2578
2020-07-02 13:15:00,3.9850,4.0000,3.9775,4.0000,6025
2020-07-02 13:14:00,3.9900,4.0000,3.9700,3.9915,27531
2020-07-02 13:13:00,4.0000,4.0100,3.9900,3.9900,9292
2020-07-02 13:12:00,3.9850,4.0200,3.9833,4.0080,11129
2020-07-02 13:11:00,3.9757,3.9900,3.9700,3.9876,13809
2020-07-02 13:10:00,3.9815,3.9919,3.9700,3.9784,11838
2020-07-02 13:09:00,3.9930,4.0021,3.9800,3.9800,7573
2020-07-02 13:08:00,3.9900,4.0000,3.9900,3.9950,9492
2020-07-02 13:07:00,3.9999,4.0100,3.9900,4.0000,15654
2020-07-02 13:06:00,3.9950,4.0000,3.9800,3.9900,5303
2020-07-02 13:05:00,3.9699,4.0041,3.9300,3.9900,53908
2020-07-02 13:04:00,3.9950,3.9950,3.9500,3.9500,100905
2020-07-02 13:03:00,4.0400,4.0400,3.9900,3.9900,48357
2020-07-02 13:02:00,4.0200,4.0400,4.0200,4.0300,1281
2020-07-02 13:01:00,4.0400,4.0500,4.0200,4.0400,11614
2020-07-02 13:00:00,4.0300,4.0400,4.0250,4.0400,3412
2020-07-02 12:59:00,4.0500,4.0550,4.0200,4.0200,23724
2020-07-02 12:58:00,4.0300,4.0500,4.0200,4.0500,10544
2020-07-02 12:57:00,4.0350,4.0350,4.0300,4.0300,5919
2020-07-02 12:56:00,4.0300,4.0353,4.0300,4.0300,12917
2020-07-02 12:55:00,4.0400,4.0400,4.0300,4.0300,4111
2020-07-02 12:54:00,4.0400,4.0500,4.0300,4.0480,4567
2020-07-02 12:53:00,4.0400,4.0600,4.0400,4.0400,6730
2020-07-02 12:52:00,4.0500,4.0600,4.0400,4.0600,13374
2020-07-02 12:51:00,4.0480,4.0600,4.0400,4.0600,1930
2020-07-02 12:50:00,4.0500,4.0600,4.0400,4.0500,4694
2020-07-02 12:49:00,4.0200,4.0500,4.0100,4.0500,15247
2020-07-02 12:48:00,4.0250,4.0300,4.0200,4.0201,5166
2020-07-02 12:47:00,4.0201,4.0300,4.0200,4.0200,19418
2020-07-02 12:46:00,4.0200,4.0250,4.0200,4.0250,4142
2020-07-02 12:45:00,4.0200,4.0399,4.0200,4.0202,13233
2020-07-02 12:44:00,4.0392,4.0402,4.0200,4.0317,2842
2020-07-02 12:43:00,4.0400,4.0500,4.0300,4.0500,11241
2020-07-02 12:42:00,4.0401,4.0500,4.0300,4.0300,5886
2020-07-02 12:41:00,4.0400,4.0500,4.0300,4.0400,14288
2020-07-02 12:40:00,4.0550,4.0600,4.0500,4.0501,12439
2020-07-02 12:39:00,4.0600,4.0650,4.0550,4.0550,5770
2020-07-02 12:38:00,4.0639,4.0653,4.0600,4.0600,5576
2020-07-02 12:37:00,4.0650,4.0700,4.0600,4.0600,5858
2020-07-02 12:36:00,4.0600,4.0650,4.0600,4.0650,7587
2020-07-02 12:35:00,4.0600,4.0700,4.0600,4.0677,2204
2020-07-02 12:34:00,4.0600,4.0800,4.0600,4.0700,6287
2020-07-02 12:33:00,4.0746,4.0757,4.0600,4.0600,6148
2020-07-02 12:32:00,4.0750,4.0800,4.0700,4.0797,9793
2020-07-02 12:31:00,4.0900,4.0900,4.0700,4.0748,14736
2020-07-02 12:30:00,4.0800,4.0900,4.0701,4.0701,2294
2020-07-02 12:29:00,4.0700,4.0850,4.0700,4.0784,4677
2020-07-02 12:28:00,4.0601,4.0900,4.0600,4.0800,4495
2020-07-02 12:27:00,4.0700,4.0800,4.0600,4.0600,2196
2020-07-02 12:26:00,4.0600,4.0899,4.0600,4.0899,3620
2020-07-02 12:25:00,4.0600,4.0800,4.0500,4.0700,23474
2020-07-02 12:24:00,4.0600,4.0700,4.0500,4.0500,2792
2020-07-02 12:23:00,4.0699,4.0700,4.0500,4.0600,10403
2020-07-02 12:22:00,4.0641,4.0700,4.0500,4.0699,16153
2020-07-02 12:21:00,4.0650,4.0700,4.0600,4.0650,4044
2020-07-02 12:20:00,4.0761,4.0800,4.0600,4.0636,16848
2020-07-02 12:19:00,4.0846,4.0900,4.0600,4.0800,32570
2020-07-02 12:18:00,4.0600,4.1000,4.0600,4.0843,2286
2020-07-02 12:17:00,4.0800,4.0900,4.0700,4.0871,2938
2020-07-02 12:16:00,4.0800,4.1000,4.0779,4.0800,2843
2020-07-02 12:15:00,4.0600,4.0900,4.0600,4.0750,12779
2020-07-02 12:14:00,4.0500,4.0899,4.0500,4.0600,8821
2020-07-02 12:13:00,4.0999,4.0999,4.0500,4.0680,6823
2020-07-02 12:12:00,4.0800,4.1000,4.0593,4.0850,7849
2020-07-02 12:11:00,4.0900,4.1033,4.0700,4.0800,24361
2020-07-02 12:10:00,4.0750,4.1000,4.0600,4.0900,11065
2020-07-02 12:09:00,4.1000,4.1200,4.0400,4.0800,65643
2020-07-02 12:08:00,4.0900,4.1000,4.0800,4.1000,31447
2020-07-02 12:07:00,4.1000,4.1000,4.0700,4.0900,32748
2020-07-02 12:06:00,4.0500,4.1000,4.0500,4.1000,27936
2020-07-02 12:05:00,4.0700,4.0737,4.0600,4.0600,28098
2020-07-02 12:04:00,4.0730,4.0760,4.0500,4.0500,17838
2020-07-02 12:03:00,4.0788,4.0800,4.0700,4.0750,7228
2020-07-02 12:02:00,4.0700,4.0800,4.0700,4.0760,5646
2020-07-02 12:01:00,4.0700,4.0800,4.0700,4.0700,4670
2020-07-02 12:00:00,4.0600,4.0800,4.0600,4.0702,4963
2020-07-02 11:59:00,4.0750,4.0799,4.0500,4.0700,21630
2020-07-02 11:58:00,4.0750,4.0750,4.0400,4.0700,14875
2020-07-02 11:57:00,4.1150,4.1150,4.0300,4.0700,46177
2020-07-02 11:56:00,4.1258,4.1300,4.1100,4.1200,22339
2020-07-02 11:55:00,4.1200,4.1300,4.1150,4.1250,8785
2020-07-02 11:54:00,4.1259,4.1300,4.1100,4.1300,34931
2020-07-02 11:53:00,4.1243,4.1350,4.1100,4.1101,62909
2020-07-02 11:52:00,4.1100,4.1300,4.1001,4.1298,62754
2020-07-02 11:51:00,4.0883,4.1100,4.0883,4.1000,21653
2020-07-02 11:50:00,4.0899,4.1000,4.0600,4.1000,30995
2020-07-02 11:49:00,4.0750,4.0900,4.0600,4.0900,13722
2020-07-02 11:48:00,4.0743,4.0900,4.0743,4.0750,14210
2020-07-02 11:47:00,4.0400,4.0899,4.0400,4.0896,28830
2020-07-02 11:46:00,4.0401,4.0700,4.0300,4.0316,13882
2020-07-02 11:45:00,4.0800,4.0800,4.0400,4.0400,12126
2020-07-02 11:44:00,4.0900,4.1000,4.0600,4.0800,26892
2020-07-02 11:43:00,4.0850,4.1000,4.0800,4.0831,44480
2020-07-02 11:42:00,4.0630,4.1000,4.0600,4.0900,54762
2020-07-02 11:41:00,4.0600,4.0700,4.0300,4.0700,38184
2020-07-02 11:40:00,4.0384,4.0700,4.0384,4.0680,60663
2020-07-02 11:39:00,4.0150,4.0400,4.0150,4.0399,34317
2020-07-02 11:38:00,4.0101,4.0200,4.0100,4.0150,16224
2020-07-02 11:37:00,4.0100,4.0150,4.0000,4.0150,12330
2020-07-02 11:36:00,3.9923,4.0200,3.9700,4.0050,131460
2020-07-02 11:35:00,4.0000,4.0000,3.9900,3.9950,3685
2020-07-02 11:34:00,3.9844,4.0000,3.9844,4.0000,15858
2020-07-02 11:33:00,3.9916,4.0000,3.9843,3.9850,9172
2020-07-02 11:32:00,3.9946,4.0000,3.9900,3.9900,7358
2020-07-02 11:31:00,3.9900,4.0000,3.9800,3.9938,20860
